,adult,budget,id,imdb_id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,vote_average,vote_count,collectionName,Thriller,TV Movie,Documentary,Mystery,Fantasy,Drama,Romance,Animation,History,Comedy,Adventure,War,Foreign,Crime,Family,Western,Science Fiction,Music,Action,Horror,homepagepresent,z_score_popularity,outliers,score,producer1,producer2,Totallanguages,profit
2721,0.0,7000000.0,14578,tt0125971,en,outside providence,"in this coming-of-age comedy, tim dunphy is leading a go-nowhere existence, spending his days smoking pot and hanging out with his best friend, drugs delaney. but tim's lazy days of getting high are jettisoned after a brush with the law convinces his blue-collar dad to send him to a connecticut prep school. the one saving grace of the new school is jane, a fellow student tim falls for immediately.",3.10924,1999-08-16,7292175,96.0,Released,5.6,30.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.03106908170397596,False,168.0,miramax films,eagle beach productions,1,0.041739285714285715
2725,0.0,29000000.0,10307,tt0145531,en,stigmata,"a young woman with no strong religious beliefs, frankie paige begins having strange and violent experiences, showing signs of the wounds that jesus received when crucified. when the vatican gets word of frankie's situation, a high-ranking cardinal requests that the rev. andrew kiernan investigate her case. soon kiernan realizes that very sinister forces are at work, and tries to rescue frankie from the entity that is plaguing her.",8.62,1999-09-10,50041732,103.0,Released,6.0,248.0,independent Movie,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0621489403759978,False,1488.0,fgm entertainment,metro-goldwyn-mayer (mgm),3,0.7255769655172414
2726,0.0,12000000.0,11601,tt0164181,en,stir of echoes,"after being hypnotized by his sister in law, tom witzky begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around her.",5.875606,1999-09-10,21133087,99.0,Released,6.5,334.0,Stir of Echoes Collection,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4915030552272278,False,2171.0,artisan entertainment,no producer,1,0.7610905833333333
2736,0.0,6000000.0,26522,tt0088146,en,a soldier's story,"in the towm of tynen, louisiana, a black master sergeant is found shot to death just outside the local army base. a military lawyer, also a black man, is sent from washington to conduct an investigation. facing an uncooperative chain of command and fearful black troops, captain davenport must battle with deceipt and prejudice in order to find out exactly who really did kill sergeant waters.",8.62,1984-09-14,21821347,101.0,Released,6.2,54.0,independent Movie,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.5140531964738908,False,334.8,columbia pictures corporation,caldix,2,2.6368911666666666
2742,0.0,15000000.0,14,tt0169547,en,american beauty,"lester burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",8.62,1999-09-15,356296601,122.0,Released,7.9,3438.0,independent Movie,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2.9632989233959925,False,27160.2,dreamworks skg,jinks/cohen company,1,22.753106733333333
2743,0.0,1200000.0,24128,tt0088178,en,stop making sense,"david byrne walks onto the stage and does a solo ""psycho killer"". jerry harrison, tina weymouth and chris frantz join him for two more songs. the crew is busy, still setting up. then, three more musicians and two back-up singers join the band. everybody sings, plays, harmonizes, dances, and runs. in this concert film, the talking heads hardly talk, don't stop, and always make sense.",2.359569,1984-11-16,4978922,88.0,Released,8.7,47.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,-0.0937061640029007,False,408.9,talking heads,arnold stiefel company,1,3.1491016666666667
2744,0.0,65000000.0,11001,tt0181316,en,blue streak,"miles logan is a jewel thief who just hit the big time by stealing a huge diamond. however, after two years in jail, he comes to find out that he hid the diamond in a police building that was being built at the time of the robbery. in an attempt to regain his diamond, he poses as a lapd detective",6.229424,1999-09-17,117758500,93.0,Released,6.1,359.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5503925252554344,False,2189.9,columbia pictures,no producer,1,0.8116692307692308
2746,0.0,17500000.0,9453,tt0080491,en,caligola,"the perversion behind imperial rome, the epic story of rome's mad emporer. all the details of his cruel, bizarre reign are revealed right here: his unholy sexual passion for his sister, his marriage to rome's most infamous prostitute, his fiendishly inventive means of disposing those who would oppose him, and more.",8.62,1979-01-21,23438120,156.0,Released,5.3,147.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.3705862387778625,False,779.1,penthouse films international,felix cinematorgrafica,2,0.3393211428571429
2747,0.0,560000.0,704,tt0058182,en,a hard day's night,"capturing john lennon, paul mccartney, george harrison and ringo starr in their electrifying element, 'a hard day's night' is a wildly irreverent journey through this pastiche of a day in the life of the beatles during 1964. the band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of paul's troublemaking grandfather and ringo's arrest.",5.719266,1964-07-06,12299668,88.0,Released,7.3,172.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4654818246956838,False,1255.6,proscenium films,walter shenson films,1,20.963692857142856
2750,0.0,1200000.0,24153,tt0077280,en,the buddy holly story,a film about the life and career of the early rock and roll star.,2.017413,1978-05-18,14363400,113.0,Released,7.5,33.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,-0.15065461068161992,False,247.5,columbia pictures,innovisions,1,10.9695
2751,0.0,9000000.0,11797,tt0089175,en,fright night,"nobody believes teenager charley brewster (william ragsdale) when he discovers that his suave new neighbor, jerry dandrige (chris sarandon), is a vampire. so when the bloodsucker starts stalking charley, he turns to has-been actor peter vincent (roddy mcdowall), famed for portraying a ghoul hunter. unfortunately for the would-be vampire slayers, dandrige has set his sights on charley's girlfriend (amanda bearse) in this clever spoof of the horror genre.",7.472509,1985-08-02,24922237,106.0,Released,6.9,279.0,Fright Night Collection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.7572916000622935,False,1925.1000000000001,columbia pictures,delphi iv productions,1,1.7691374444444445
2755,0.0,2000000.0,10669,tt0068473,en,deliverance,"intent on seeing the cahulawassee river before it's turned into one huge lake, outdoor fanatic lewis medlock takes his friends on a river-rafting trip they'll never forget into the dangerous american back-country.",8.476681,1972-07-30,46122355,109.0,Released,7.2,441.0,independent Movie,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9244259937256012,False,3175.2000000000003,warner bros.,elmer enterprises,1,22.0611775
2756,0.0,11000000.0,11527,tt0082348,en,excalibur,"the myth of king arthur brought to the screen. uthur pendragon is given the mystical sword excalibur by merlyn. at his death uthur buries the sword into a stone, and the next man that can pull it out will be king of england. years later arthur, uthur's bastard son draws excalibur and becomes king. arthur's evil half-sister morgana sires a son with him, who may prove his downfall.",8.62,1981-04-10,34967437,140.0,Released,7.1,241.0,independent Movie,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9783149402147923,False,1711.1,orion pictures,warner bros.,1,2.178857909090909
2760,0.0,28000000.0,28032,tt0111419,en,thumbelina,the tiny girl meets a fairy prince who saves her from the creatures of the woods.,8.62,1994-03-30,11373501,87.0,Released,6.1,117.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.819793001699187,False,713.6999999999999,warner bros.,don bluth productions,1,-0.5938035357142857
2761,0.0,5000000.0,11326,tt0073812,en,tommy,"a psychosomatically deaf, dumb and blind boy becomes a master pinball player and the object of a religious cult.",6.335814,1975-03-19,34251525,111.0,Released,6.5,69.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.5681000774893539,False,448.5,columbia pictures,hemdale film,1,5.850305
2765,0.0,70000000.0,10398,tt0150377,en,double jeopardy,"a woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him.",8.62,1999-09-24,177841558,105.0,Released,6.2,282.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3238457241045807,False,1748.4,paramount pictures,no producer,1,1.5405936857142857
2769,0.0,2600000.0,60994,tt0160338,en,guinevere,a young girl from an affluent family rebels and becomes involved with a much older photographer.,4.004968,1999-09-04,614202,104.0,Released,5.9,9.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.18015405536112591,False,53.1,miramax films,bandeira entertainment,1,-0.7637684615384616
2772,0.0,8000000.0,14429,tt0164114,en,drive me crazy,"nicole and chase live next door to each other but are worlds apart. however, they plot a scheme to date each other in order to attract the interest and jealousy of their respective romantic prey. but in the mist of planning a gala centennial celebration, nicole and chase find that the one they always wanted was closer than they ever thought.",4.606395,1999-10-01,22593409,91.0,Released,5.8,62.0,independent Movie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.28025556882469826,False,359.59999999999997,twentieth century fox film corporation,grand march productions,1,1.824176125
2773,0.0,28000000.0,15198,tt0134618,en,"mystery, alaska","in mystery, alaska, life revolves around the legendary saturday hockey game at the local pond. but everything changes when the hometown team unexpectedly gets booked in an exhibition match against the new york rangers. when quirky small-towners, slick promoters and millionaire athletes come together.",4.512767,1999-10-01,8888143,119.0,Released,6.0,71.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.2646721239468206,False,426.0,hollywood pictures,no producer,1,-0.6825663214285714
2774,0.0,75000000.0,6415,tt0120188,en,three kings,"a group of american soldiers stationed in iraq at the end of the gulf war find a map they believe will take them to a huge cache of stolen kuwaiti gold hidden near their base, and they embark on a secret mission that's destined to change everything.",8.62,1999-09-27,108000000,114.0,Released,6.6,709.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5587213666329836,False,4679.4,village roadshow pictures,atlas entertainment,2,0.44
2775,0.0,1700000.0,24066,tt0162360,en,"happy, texas","two escaped convicts roll into the village of happy, texas, where they're mistaken for a gay couple who work as beauty pageant consultants. they go along with it to duck the police, but the local sheriff has a secret of his own.",2.939685,1999-12-03,1943649,98.0,Released,5.5,39.0,independent Movie,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.002848346493691094,False,214.5,miramax films,marked entertainment,1,0.1433229411764706
2782,0.0,15000000.0,10349,tt0106664,en,the dark half,"thad beaumont is the author of a highly successful series of violent pulp thrillers written under the pseudonym of ‘george stark’, but when he decides to ‘kill-off’ his alter-ego in a mock ceremony, it precipitates a string of sadistic murders matching those in his pulp novels, which are soon discovered to be the work of stark himself. looking like a maniacal version of his counterpart, stark is not so willing to quit the writing game – even if it means coming after thad's wife and their baby.",8.62,1993-04-23,10611160,122.0,Released,5.4,91.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.7459911728971271,False,491.40000000000003,orion pictures,george a. romero productions,1,-0.2925893333333333
2784,0.0,7000000.0,29787,tt0095652,en,monkey shines,"a quadriplegic man is given a trained monkey help him with every day activities, until the little monkey begins to develop feelings, and rage, against its new master and those who get too close to him.",8.120652,1988-07-29,5344577,113.0,Released,6.2,58.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.8651685248442206,False,359.6,orion pictures,no producer,1,-0.236489
2785,0.0,300000.0,9638,tt0079714,en,phantasm,"a young boy and his friends face off against a mysterious grave robber known only as the tall man, who keeps a mysterious arsenal of terrible weapons with him.",6.609336,1979-03-28,11988469,89.0,Released,6.5,166.0,Phantasm Collection,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.6136250807991208,False,1079.0,avco embassy pictures,new breed productions,1,38.96156333333333
2786,0.0,5000000.0,10576,tt0086154,en,psycho ii,"years of treatment at a mental institution for the criminally insane, norman bates still can't quite elude the demands of ""mother."" vera miles also returns as the inquisitive woman who is haunted by her sister's brutal murder and the ominous motel where it all occurred.",6.370495,1983-06-03,34725000,113.0,Released,6.0,128.0,Psycho Collection,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.5738723833359988,False,768.0,universal pictures,oak,1,5.945
2790,0.0,64000000.0,12618,tt0156934,en,random hearts,after the death of their loved ones in a tragic plane crash 'harrison ford' and kristin scott thomas find each others keys in each others loved ones posessions and realize that they were having an affair and must figure out all the details. written by andy heitzthe wife of police sergeant dutch van den broek and the husband of politician kay chandler are killed in a plane crash. now dutch discovers some anomalies in what he told her before she left and discovers that she and chandler's husband were travelling together. dutch then goes to chandler and tells her that he suspects that they were having an affair. he tells her that he wants to know the truth; she tells him that she doesn't but she later joins him and they grow close.,4.140398,1999-10-08,74608570,133.0,Released,5.3,63.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.20269502536807876,False,333.9,columbia pictures,no producer,1,0.16575890625
2792,0.0,2000000.0,226,tt0171804,en,boys don't cry,"female born, teena brandon adopts his male identity of brandon teena and attempts to find himself and love in nebraska.",6.536006,1999-09-02,11540607,118.0,Released,7.2,360.0,independent Movie,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6014200351621878,False,2592.0,fox searchlight pictures,the independent film channel productions,1,4.7703035
2796,0.0,10000000.0,10388,tt0165854,en,the limey,"the limey follows wilson (terence stamp), a tough english ex-con who travels to los angeles to avenge his daughter's death. upon arrival, wilson goes to task battling valentine (peter fonda) and an army of l.a.'s toughest criminals, hoping to find clues and piece together what happened. after surviving a near-death beating, getting thrown from a building and being chased down a dangerous mountain road, the englishman decides to dole out some bodily harm of his own.",7.807741,1999-05-15,3193102,89.0,Released,6.6,110.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.8130876161397562,False,726.0,artisan entertainment,no producer,2,-0.6806898
2799,0.0,6200000.0,9346,tt0086200,en,risky business,"meet joel goodson, an industrious, college-bound 17-year-old and a responsible, trustworthy son. however, when his parents go away and leave him home alone in the wealthy chicago suburbs with the porsche at his disposal he quickly decides he has been good for too long and it is time to enjoy himself. after an unfortunate incident with the porsche joel must raise some cash, in a risky way.",6.505209,1983-08-05,63541777,98.0,Released,6.4,340.0,independent Movie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.5962941822986852,False,2176.0,"geffen company, the",no producer,2,9.24867370967742
